<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
07/28/10, 10537.01, 10548.52, 10463.22, 10497.88
07/27/10, 10525.28, 10578.33, 10494.86, 10537.69
07/26/10, 10424.17, 10526.79, 10414.40, 10525.43
07/23/10, 10321.16, 10441.95, 10287.48, 10424.62
07/22/10, 10121.81, 10363.24, 10121.81, 10322.30
07/21/10, 10226.02, 10265.54, 10065.50, 10120.53
07/20/10, 10151.48, 10236.40, 10007.76, 10229.96
07/19/10, 10098.12, 10187.28, 10073.68, 10154.43
07/16/10, 10356.20, 10356.20, 10079.58, 10097.90
07/15/10, 10367.10, 10379.74, 10240.48, 10359.31
07/14/10, 10370.96, 10400.10, 10303.00, 10366.72
07/13/10, 10217.55, 10407.82, 10217.55, 10363.02
07/12/10, 10199.24, 10220.28, 10146.49, 10216.27
07/09/10, 10137.93, 10201.77, 10118.41, 10198.03
07/08/10, 10019.26, 10139.86, 10019.26, 10138.99
07/07/10, 9736.85, 10026.60, 9736.70, 10018.28
07/06/10, 9689.21, 9858.13, 9659.01, 9743.62
07/02/10, 9732.23, 9770.87, 9614.32, 9686.48
07/01/10, 9773.27, 9795.48, 9621.89, 9732.53
06/30/10, 9868.34, 9908.92, 9753.84, 9774.02
06/29/10, 10135.72, 10135.80, 9811.92, 9870.30
06/28/10, 10143.05, 10201.93, 10101.41, 10138.52
06/25/10, 10153.48, 10202.91, 10081.08, 10143.81
06/24/10, 10297.08, 10298.06, 10128.85, 10152.80
06/23/10, 10293.30, 10368.04, 10227.24, 10298.44
06/22/10, 10441.95, 10493.57, 10283.40, 10293.52
06/21/10, 10452.46, 10594.16, 10395.55, 10442.41
06/18/10, 10435.00, 10483.44, 10424.49, 10450.64
06/17/10, 10409.98, 10441.20, 10319.22, 10434.17
06/16/10, 10404.24, 10429.03, 10332.60, 10409.46
06/15/10, 10192.40, 10408.32, 10192.40, 10404.77
06/14/10, 10211.83, 10328.67, 10186.21, 10190.89
06/11/10, 10166.78, 10215.98, 10082.71, 10211.07
06/10/10, 9901.67, 10185.83, 9901.67, 10172.53
06/09/10, 9941.57, 10065.14, 9867.73, 9899.25
06/08/10, 9812.94, 9953.66, 9757.55, 9939.98
06/07/10, 9931.75, 9982.38, 9810.30, 9816.49
06/04/10, 10249.61, 10249.69, 9889.88, 9931.97
06/03/10, 10250.67, 10315.21, 10175.02, 10255.28
06/02/10, 10025.61, 10254.22, 10025.61, 10249.54
06/01/10, 10133.94, 10218.33, 10013.90, 10024.02
05/28/10, 10258.00, 10258.00, 10095.90, 10136.63
05/27/10, 9971.73, 10264.20, 9971.73, 10258.99
05/26/10, 10045.11, 10179.03, 9952.68, 9974.45
05/25/10, 10061.43, 10061.66, 9774.48, 10043.75
05/24/10, 10193.46, 10196.41, 10052.67, 10066.57
05/21/10, 10063.93, 10198.53, 9918.82, 10193.39
05/20/10, 10440.21, 10440.21, 10065.36, 10068.01
05/19/10, 10505.70, 10522.52, 10324.66, 10444.37
05/18/10, 10625.45, 10718.86, 10482.20, 10510.95
05/17/10, 10616.98, 10660.97, 10436.06, 10625.83
05/14/10, 10780.68, 10780.75, 10537.25, 10620.16
05/13/10, 10896.61, 10920.27, 10771.69, 10782.95
05/12/10, 10742.15, 10909.08, 10742.15, 10896.91
05/11/10, 10780.00, 10874.54, 10685.38, 10748.26
05/10/10, 10386.18, 10835.17, 10386.03, 10785.14
05/07/10, 10519.42, 10579.12, 10241.23, 10380.43
05/06/10, 10862.22, 10879.76, 9869.62, 10520.32
05/05/10, 10918.40, 10946.79, 10814.84, 10868.12
05/04/10, 11149.48, 11149.48, 10869.25, 10926.77
05/03/10, 11009.60, 11177.67, 11009.60, 11151.83
04/30/10, 11168.23, 11197.93, 10999.69, 11008.61
04/29/10, 11045.64, 11197.32, 11041.64, 11167.32
04/28/10, 10988.87, 11078.52, 10965.38, 11045.27
04/27/10, 11203.67, 11218.86, 10973.17, 10991.99
04/26/10, 11205.11, 11258.01, 11187.65, 11205.03
04/23/10, 11132.18, 11205.64, 11105.65, 11204.28
04/22/10, 11119.78, 11149.86, 11016.40, 11134.29
04/21/10, 11116.91, 11153.72, 11071.34, 11124.92
04/20/10, 11093.11, 11146.08, 11081.47, 11117.06
04/19/10, 11018.36, 11095.30, 10977.85, 11092.05
04/16/10, 11143.66, 11153.79, 10973.92, 11018.66
04/15/10, 11122.96, 11154.55, 11096.20, 11144.57
04/14/10, 11020.70, 11125.22, 11020.63, 11123.11
04/13/10, 11006.72, 11038.92, 10947.77, 11019.42
04/12/10, 10996.75, 11029.77, 10992.21, 11005.97
04/09/10, 10926.92, 11000.98, 10926.92, 10997.35
04/08/10, 10896.99, 10949.36, 10844.09, 10927.07
04/07/10, 10961.95, 10962.66, 10845.45, 10897.52
04/06/10, 10972.49, 10987.38, 10927.52, 10969.99
04/05/10, 10927.45, 10988.06, 10923.97, 10973.55
04/01/10, 10857.31, 10956.39, 10857.31, 10927.07
03/31/10, 10907.34, 10907.42, 10832.83, 10856.63
03/30/10, 10895.02, 10940.22, 10866.83, 10907.42
03/29/10, 10849.23, 10916.64, 10849.23, 10895.86
03/26/10, 10841.29, 10909.38, 10816.43, 10850.36
03/25/10, 10837.51, 10955.48, 10834.19, 10841.21
03/24/10, 10887.62, 10887.84, 10825.42, 10836.15
03/23/10, 10787.18, 10893.89, 10784.76, 10888.83
03/22/10, 10741.00, 10809.85, 10695.13, 10785.89
03/19/10, 10780.00, 10819.90, 10694.22, 10741.98
03/18/10, 10733.44, 10784.00, 10728.15, 10779.17
03/17/10, 10686.36, 10767.98, 10686.36, 10733.67
03/16/10, 10642.53, 10693.99, 10621.90, 10685.98
03/15/10, 10623.41, 10644.19, 10570.51, 10642.15
03/12/10, 10611.77, 10644.95, 10594.84, 10624.69
03/11/10, 10560.98, 10611.84, 10507.17, 10611.84
03/10/10, 10560.13, 10601.79, 10526.52, 10567.33
03/09/10, 10552.24, 10612.60, 10533.93, 10564.38
03/08/10, 10563.78, 10587.74, 10542.39, 10552.52
03/05/10, 10445.13, 10571.94, 10445.05, 10566.20
03/04/10, 10396.53, 10452.38, 10390.86, 10444.14
03/03/10, 10406.28, 10469.54, 10376.58, 10396.76
03/02/10, 10404.16, 10456.92, 10389.43, 10405.98
03/01/10, 10326.10, 10413.99, 10326.10, 10403.79
02/26/10, 10321.41, 10353.45, 10272.29, 10325.26
02/25/10, 10366.60, 10366.68, 10185.83, 10321.03
02/24/10, 10284.00, 10393.51, 10283.93, 10374.16
02/23/10, 10383.16, 10411.12, 10267.83, 10282.41
02/22/10, 10402.43, 10433.64, 10368.95, 10383.38
02/19/10, 10387.77, 10438.55, 10339.17, 10402.35
02/18/10, 10309.39, 10406.58, 10294.51, 10392.90
02/17/10, 10261.48, 10320.13, 10261.48, 10309.24
02/16/10, 10100.81, 10279.54, 10100.81, 10268.81
02/12/10, 10137.23, 10137.39, 9983.82, 10099.14
02/11/10, 10037.85, 10161.57, 9976.71, 10144.19
02/10/10, 10055.46, 10085.54, 9962.96, 10038.38
02/09/10, 9910.28, 10139.43, 9910.06, 10058.64
02/08/10, 10005.43, 10028.56, 9904.09, 9908.39
02/05/10, 10003.69, 10031.96, 9835.09, 10012.23
02/04/10, 10273.12, 10273.12, 9998.03, 10002.18
02/03/10, 10291.73, 10307.20, 10231.93, 10270.55
02/02/10, 10186.13, 10314.84, 10173.59, 10296.85
02/01/10, 10068.99, 10190.89, 10068.91, 10185.53
01/29/10, 10122.04, 10239.34, 10043.75, 10067.33
01/28/10, 10236.92, 10258.83, 10055.08, 10120.46
01/27/10, 10194.29, 10255.06, 10104.36, 10236.16
01/26/10, 10195.35, 10285.13, 10155.60, 10194.29
01/25/10, 10175.10, 10256.87, 10171.77, 10196.86
01/22/10, 10389.58, 10389.58, 10157.64, 10172.98
01/21/10, 10603.91, 10614.94, 10374.69, 10389.88
01/20/10, 10719.69, 10719.92, 10517.30, 10603.15
01/19/10, 10608.37, 10729.89, 10591.97, 10725.43
01/15/10, 10706.99, 10709.94, 10561.06, 10609.65
01/14/10, 10680.16, 10723.77, 10666.86, 10710.55
01/13/10, 10628.09, 10709.26, 10614.49, 10680.77
01/12/10, 10662.86, 10663.08, 10568.84, 10627.26
01/11/10, 10620.31, 10676.23, 10591.59, 10663.99
01/08/10, 10606.40, 10619.40, 10554.33, 10618.19
01/07/10, 10571.11, 10612.37, 10505.21, 10606.86
01/06/10, 10564.72, 10594.99, 10546.55, 10573.68
01/05/10, 10584.56, 10584.56, 10522.52, 10572.02
01/04/10, 10430.69, 10604.97, 10430.69, 10583.96
12/31/09, 10548.51, 10555.01, 10423.13, 10428.05
12/30/09, 10544.36, 10550.70, 10505.66, 10548.51
12/29/09, 10547.83, 10580.33, 10544.28, 10545.41
12/28/09, 10517.91, 10551.61, 10506.34, 10547.08
12/24/09, 10467.12, 10522.06, 10461.68, 10520.10
12/23/09, 10464.32, 10492.06, 10437.80, 10466.44
12/22/09, 10414.67, 10479.82, 10414.59, 10464.93
12/21/09, 10330.10, 10458.05, 10329.80, 10414.14
12/18/09, 10309.39, 10372.35, 10263.90, 10328.89
12/17/09, 10439.99, 10440.06, 10307.96, 10308.26
12/16/09, 10449.81, 10509.97, 10427.59, 10441.12
12/15/09, 10499.31, 10499.31, 10426.69, 10452.00
12/14/09, 10471.28, 10514.66, 10471.28, 10501.05
12/11/09, 10403.41, 10484.05, 10400.08, 10471.50
12/10/09, 10336.00, 10444.60, 10335.77, 10405.83
12/09/09, 10282.85, 10342.27, 10235.63, 10337.05
12/08/09, 10385.42, 10385.65, 10249.84, 10285.97
12/07/09, 10386.86, 10443.16, 10360.18, 10390.11
12/04/09, 10368.57, 10516.70, 10311.81, 10388.90
12/03/09, 10455.63, 10507.63, 10350.05, 10366.15
12/02/09, 10470.44, 10513.52, 10421.47, 10452.68
12/01/09, 10343.82, 10501.28, 10343.44, 10471.58
11/30/09, 10309.77, 10364.34, 10263.29, 10344.84
11/27/09, 10452.23, 10452.23, 10231.25, 10309.92
11/25/09, 10432.96, 10481.48, 10420.94, 10464.40
11/24/09, 10451.25, 10453.97, 10359.58, 10433.71
11/23/09, 10320.13, 10495.61, 10320.05, 10450.95
11/20/09, 10327.91, 10342.72, 10271.68, 10318.16
11/19/09, 10425.33, 10425.33, 10256.11, 10332.44
11/18/09, 10426.27, 10432.66, 10360.10, 10426.31
11/17/09, 10404.77, 10438.17, 10361.99, 10437.42
11/16/09, 10267.53, 10434.24, 10267.45, 10406.96
11/13/09, 10197.85, 10305.69, 10192.03, 10270.47
11/12/09, 10289.82, 10321.64, 10171.24, 10197.47
11/11/09, 10247.42, 10341.97, 10246.14, 10291.26
11/10/09, 10223.01, 10260.80, 10197.69, 10246.97
11/09/09, 10020.62, 10228.23, 10020.62, 10226.94
11/06/09, 10001.35, 10044.50, 9936.81, 10023.42
11/05/09, 9807.80, 10013.07, 9807.80, 10005.96
11/04/09, 9767.30, 9928.04, 9767.14, 9802.14
11/03/09, 9787.47, 9787.47, 9703.89, 9771.91
11/02/09, 9712.13, 9858.59, 9678.95, 9789.44
10/30/09, 9961.52, 9962.13, 9684.54, 9712.73
10/29/09, 9762.91, 9969.91, 9759.13, 9962.58
10/28/09, 9881.11, 9902.42, 9758.08, 9762.69
10/27/09, 9868.34, 9947.54, 9837.96, 9882.17
10/26/09, 9972.33, 10072.32, 9849.45, 9867.96
10/23/09, 10099.90, 10109.57, 9932.50, 9972.18
10/22/09, 9946.18, 10105.19, 9916.78, 10081.31
10/21/09, 10038.84, 10119.47, 9943.76, 9949.36
10/20/09, 10092.42, 10098.39, 9992.81, 10041.48
10/19/09, 9996.67, 10117.96, 9995.15, 10092.19
10/16/09, 10061.36, 10061.66, 9939.91, 9995.91
10/15/09, 10014.88, 10062.94, 9977.47, 10062.94
10/14/09, 9873.55, 10027.73, 9873.48, 10015.86
10/13/09, 9883.98, 9895.09, 9815.06, 9871.06
10/12/09, 9865.24, 9931.82, 9849.37, 9885.80
10/09/09, 9786.04, 9865.01, 9764.88, 9864.94
10/08/09, 9728.22, 9836.67, 9728.07, 9786.87
10/07/09, 9725.69, 9740.32, 9675.62, 9725.58
10/06/09, 9601.26, 9774.32, 9601.26, 9731.25
10/05/09, 9488.73, 9625.06, 9481.09, 9599.75
10/02/09, 9507.62, 9524.78, 9430.08, 9487.67
10/01/09, 9711.60, 9711.67, 9500.37, 9509.28
09/30/09, 9741.83, 9776.82, 9608.59, 9712.28
09/29/09, 9789.74, 9834.48, 9739.11, 9742.20
09/28/09, 9663.23, 9823.67, 9663.23, 9789.36
09/25/09, 9706.68, 9735.93, 9641.01, 9665.19
09/24/09, 9749.99, 9805.39, 9666.03, 9707.44
09/23/09, 9830.63, 9917.99, 9740.84, 9748.55
09/22/09, 9779.61, 9843.40, 9771.91, 9829.87
09/21/09, 9818.61, 9818.69, 9725.88, 9778.86
09/18/09, 9784.75, 9847.71, 9784.68, 9820.20
09/17/09, 9789.82, 9854.58, 9749.46, 9783.92
09/16/09, 9683.71, 9799.72, 9679.18, 9791.71
09/15/09, 9626.42, 9713.71, 9580.93, 9683.41
09/14/09, 9598.08, 9631.11, 9535.96, 9626.80
09/11/09, 9625.44, 9649.85, 9571.56, 9605.41
09/10/09, 9546.54, 9633.00, 9508.22, 9627.48
09/09/09, 9496.59, 9577.22, 9476.18, 9547.22
09/08/09, 9440.13, 9511.02, 9439.98, 9497.34
09/04/09, 9345.36, 9445.72, 9321.63, 9441.27
09/03/09, 9282.03, 9350.27, 9252.93, 9344.61
09/02/09, 9306.21, 9330.93, 9262.30, 9280.67
09/01/09, 9492.32, 9557.95, 9292.08, 9310.60
08/31/09, 9542.91, 9543.06, 9436.13, 9496.28
08/28/09, 9582.74, 9630.20, 9495.98, 9544.20
08/27/09, 9541.63, 9609.72, 9459.40, 9580.63
08/26/09, 9538.61, 9582.97, 9485.78, 9543.52
08/25/09, 9509.21, 9620.00, 9508.98, 9539.29
08/24/09, 9506.18, 9587.73, 9486.23, 9509.28
08/21/09, 9347.86, 9519.11, 9347.25, 9505.96
08/20/09, 9278.55, 9363.95, 9267.97, 9350.05
08/19/09, 9208.68, 9313.09, 9131.94, 9279.16
08/18/09, 9134.36, 9233.51, 9134.36, 9217.94
08/17/09, 9313.85, 9313.85, 9116.52, 9135.34
08/14/09, 9398.04, 9401.97, 9232.83, 9321.40
08/13/09, 9362.29, 9406.50, 9305.31, 9398.19
08/12/09, 9236.06, 9424.11, 9221.02, 9361.61
08/11/09, 9334.33, 9334.33, 9216.88, 9241.45
08/10/09, 9368.41, 9371.96, 9290.34, 9337.95
08/07/09, 9258.45, 9437.71, 9258.45, 9370.07
08/06/09, 9277.19, 9325.11, 9208.80, 9256.26
08/05/09, 9315.36, 9318.08, 9206.45, 9280.97
08/04/09, 9285.05, 9321.10, 9250.74, 9320.19
08/03/09, 9173.65, 9298.43, 9173.65, 9286.56
07/31/09, 9154.61, 9218.77, 9133.45, 9171.61
07/30/09, 9072.84, 9246.43, 9072.61, 9154.46
07/29/09, 9092.34, 9094.83, 9014.19, 9070.72
07/28/09, 9106.92, 9124.91, 9007.47, 9096.72
07/27/09, 9093.09, 9123.40, 9034.52, 9108.51
07/24/09, 9066.11, 9100.88, 9007.39, 9093.24
07/23/09, 8882.31, 9096.72, 8866.44, 9069.29
07/22/09, 8912.39, 8949.80, 8860.32, 8881.26
07/21/09, 8848.15, 8927.13, 8811.27, 8915.94
07/20/09, 8746.05, 8854.80, 8745.90, 8848.15
07/17/09, 8711.89, 8754.29, 8674.41, 8743.94
07/16/09, 8612.66, 8739.55, 8584.40, 8711.82
07/15/09, 8363.95, 8628.23, 8363.95, 8616.21
07/14/09, 8331.37, 8361.23, 8285.20, 8359.49
07/13/09, 8146.82, 8331.68, 8130.42, 8331.68
07/10/09, 8182.49, 8183.85, 8093.31, 8146.52
07/09/09, 8179.01, 8228.67, 8145.31, 8183.17
07/08/09, 8157.02, 8219.52, 8087.19, 8178.41
07/07/09, 8324.95, 8326.31, 8154.38, 8163.60
07/06/09, 8279.30, 8327.97, 8205.99, 8324.87
07/02/09, 8503.00, 8503.23, 8280.74, 8280.74
07/01/09, 8447.53, 8580.47, 8447.53, 8504.06
06/30/09, 8528.93, 8560.44, 8393.95, 8447.00
06/29/09, 8440.13, 8533.23, 8429.09, 8529.38
06/26/09, 8468.54, 8468.77, 8401.36, 8438.39
06/25/09, 8299.25, 8490.46, 8259.43, 8472.40
06/24/09, 8323.51, 8428.41, 8259.88, 8299.86
06/23/09, 8340.44, 8370.90, 8286.41, 8322.91
06/22/09, 8538.52, 8538.83, 8334.55, 8339.01
06/19/09, 8556.96, 8616.59, 8496.73, 8539.73
06/18/09, 8496.73, 8590.52, 8475.12, 8555.60
06/17/09, 8504.36, 8563.01, 8461.29, 8497.18
06/16/09, 8612.44, 8643.65, 8499.38, 8504.67
06/15/09, 8798.50, 8798.50, 8577.90, 8612.13
06/12/09, 8770.01, 8805.53, 8716.73, 8799.26
06/11/09, 8736.23, 8877.93, 8736.23, 8770.92
06/10/09, 8763.66, 8834.93, 8639.95, 8739.02
06/09/09, 8764.83, 8803.26, 8725.12, 8763.06
06/08/09, 8759.35, 8823.97, 8633.07, 8764.49
06/05/09, 8751.75, 8839.40, 8700.41, 8763.13
06/04/09, 8665.72, 8751.25, 8634.57, 8750.24
06/03/09, 8740.07, 8740.39, 8598.38, 8675.28
06/02/09, 8721.60, 8787.13, 8693.72, 8740.87
06/01/09, 8501.53, 8760.70, 8501.29, 8721.44
05/29/09, 8404.04, 8522.95, 8368.52, 8500.33
05/28/09, 8300.50, 8434.62, 8246.58, 8403.80
05/27/09, 8473.65, 8496.59, 8289.35, 8300.02
05/26/09, 8275.33, 8495.71, 8226.90, 8473.49
05/22/09, 8292.21, 8364.14, 8257.17, 8277.32
05/21/09, 8416.07, 8416.15, 8221.01, 8292.13
05/20/09, 8471.82, 8591.93, 8405.47, 8422.04
05/19/09, 8502.48, 8538.01, 8463.54, 8474.85
05/18/09, 8270.15, 8511.88, 8270.15, 8504.08
05/15/09, 8326.22, 8394.96, 8230.17, 8268.64
05/14/09, 8285.92, 8376.64, 8273.90, 8331.32
05/13/09, 8461.80, 8462.04, 8262.43, 8284.89
05/12/09, 8419.17, 8517.46, 8365.65, 8469.11
05/11/09, 8569.23, 8569.23, 8410.33, 8418.77
05/08/09, 8410.73, 8587.55, 8410.73, 8574.65
05/07/09, 8513.56, 8577.19, 8358.00, 8409.85
05/06/09, 8403.48, 8518.57, 8403.00, 8512.28
05/05/09, 8425.55, 8458.12, 8362.78, 8410.65
05/04/09, 8213.60, 8434.86, 8213.60, 8426.74
05/01/09, 8167.41, 8219.81, 8099.31, 8212.41
04/30/09, 8188.51, 8307.51, 8136.90, 8168.12
04/29/09, 8018.31, 8257.57, 8017.91, 8185.73
04/28/09, 8023.56, 8091.66, 7938.98, 8016.95
04/27/09, 8073.82, 8122.56, 7987.16, 8025.00
04/24/09, 7957.45, 8127.50, 7957.45, 8076.29
04/23/09, 7886.81, 7979.44, 7804.21, 7957.06
04/22/09, 7964.78, 8044.83, 7868.01, 7886.57
04/21/09, 7841.73, 7979.20, 7791.95, 7969.56
04/20/09, 8128.94, 8128.94, 7840.45, 7841.73
04/17/09, 8125.43, 8190.66, 8086.88, 8131.33
04/16/09, 8029.14, 8168.12, 7962.71, 8125.43
04/15/09, 7914.92, 8041.32, 7870.48, 8029.62
04/14/09, 8057.41, 8057.41, 7902.26, 7920.18
04/13/09, 8082.02, 8113.41, 7963.75, 8057.81
04/09/09, 7839.89, 8087.28, 7839.89, 8083.38
04/08/09, 7788.68, 7887.52, 7750.85, 7837.11
04/07/09, 7968.92, 7969.08, 7762.08, 7789.56
04/06/09, 8016.16, 8016.16, 7862.20, 7975.85
04/03/09, 7980.63, 8019.50, 7897.24, 8017.59
04/02/09, 7763.99, 8075.73, 7763.99, 7978.08
04/01/09, 7606.13, 7789.00, 7483.87, 7761.60
03/31/09, 7523.77, 7725.36, 7523.45, 7608.92
03/30/09, 7773.31, 7773.39, 7437.59, 7522.02
03/27/09, 7922.57, 7922.57, 7735.95, 7776.18
03/26/09, 7752.36, 7931.33, 7752.28, 7924.56
03/25/09, 7659.81, 7863.63, 7550.06, 7749.81
03/24/09, 7773.47, 7796.57, 7646.99, 7659.97
03/23/09, 7279.25, 7780.72, 7278.78, 7775.86
03/20/09, 7402.31, 7460.93, 7257.83, 7278.38
03/19/09, 7489.68, 7548.46, 7369.26, 7400.80
03/18/09, 7395.70, 7571.64, 7257.27, 7486.58
03/17/09, 7218.00, 7396.81, 7172.05, 7395.70
03/16/09, 7225.33, 7392.91, 7206.85, 7216.97
03/13/09, 7167.35, 7242.62, 7105.86, 7223.98
03/12/09, 6932.39, 7184.71, 6872.25, 7170.06
03/11/09, 6923.13, 7015.06, 6867.55, 6930.40
03/10/09, 6547.01, 6926.49, 6546.61, 6926.49
03/09/09, 6625.74, 6709.61, 6516.86, 6547.05
03/06/09, 6595.16, 6755.17, 6469.95, 6626.94
03/05/09, 6874.01, 6874.01, 6544.10, 6594.44
03/04/09, 6726.50, 6979.22, 6726.42, 6875.84
03/03/09, 6764.81, 6855.29, 6705.63, 6726.02
03/02/09, 7056.48, 7058.95, 6755.17, 6763.29
02/27/09, 7180.97, 7195.46, 7033.62, 7062.93
02/26/09, 7269.06, 7402.31, 7173.56, 7182.08
02/25/09, 7349.58, 7404.94, 7156.68, 7270.89
02/24/09, 7115.34, 7378.97, 7114.30, 7350.94
02/23/09, 7365.99, 7441.02, 7105.94, 7114.78
02/20/09, 7461.49, 7469.29, 7249.47, 7365.67
02/19/09, 7555.23, 7614.97, 7447.55, 7465.95
02/18/09, 7546.35, 7617.76, 7479.97, 7555.63
02/17/09, 7845.63, 7845.63, 7551.01, 7552.60
02/13/09, 7933.00, 7970.84, 7840.45, 7850.41
02/12/09, 7931.97, 7938.82, 7693.98, 7932.76
02/11/09, 7887.05, 7983.74, 7852.16, 7939.53
02/10/09, 8269.36, 8269.44, 7848.74, 7888.88
02/09/09, 8281.38, 8315.07, 8196.24, 8270.87
02/06/09, 8056.38, 8312.37, 8052.24, 8280.59
02/05/09, 7954.83, 8107.83, 7845.31, 8063.07
02/04/09, 8070.32, 8162.15, 7929.26, 7956.66
02/03/09, 7936.99, 8111.57, 7905.52, 8078.36
02/02/09, 8000.62, 8000.62, 7867.37, 7936.83
01/30/09, 8149.01, 8195.76, 7961.92, 8000.86
01/29/09, 8373.06, 8373.14, 8137.94, 8149.01
01/28/09, 8175.93, 8405.87, 8175.93, 8375.45
01/27/09, 8117.39, 8225.79, 8083.14, 8174.73
01/26/09, 8078.04, 8231.68, 8023.16, 8116.03
01/23/09, 8108.79, 8152.59, 7909.03, 8077.56
01/22/09, 8224.43, 8224.83, 7957.14, 8122.80
01/21/09, 7949.17, 8243.55, 7936.19, 8228.10
01/20/09, 8279.63, 8291.98, 7939.93, 7949.09
01/16/09, 8215.67, 8341.20, 8109.34, 8281.22
01/15/09, 8196.24, 8286.16, 7995.13, 8212.49
01/14/09, 8446.01, 8446.25, 8140.72, 8200.14
01/13/09, 8474.61, 8522.08, 8376.88, 8448.56
01/12/09, 8599.26, 8602.60, 8421.08, 8473.97
01/09/09, 8738.80, 8769.62, 8576.96, 8599.18
01/08/09, 8769.94, 8770.02, 8651.19, 8742.46
01/07/09, 8996.94, 8996.94, 8719.92, 8769.70
01/06/09, 8954.57, 9088.06, 8940.95, 9015.10
01/05/09, 9027.13, 9034.37, 8892.36, 8952.89
01/02/09, 8772.25, 9065.28, 8760.78, 9034.69
12/31/08, 8666.48, 8842.66, 8664.89, 8776.39
12/30/08, 8487.51, 8675.24, 8487.51, 8668.39
12/29/08, 8515.87, 8530.68, 8364.06, 8483.93
12/26/08, 8468.71, 8533.07, 8461.78, 8515.55
12/24/08, 8416.86, 8498.50, 8416.86, 8468.48
12/23/08, 8518.65, 8604.12, 8391.30, 8419.49
12/22/08, 8573.37, 8601.41, 8372.02, 8519.77
12/19/08, 8606.50, 8787.23, 8550.43, 8579.11
12/18/08, 8823.94, 8883.36, 8527.41, 8604.99
12/17/08, 8921.91, 8961.26, 8778.07, 8824.34
12/16/08, 8565.65, 8958.79, 8565.65, 8924.14
12/15/08, 8628.81, 8676.28, 8469.03, 8564.53
12/12/08, 8563.10, 8682.57, 8347.81, 8629.68
12/11/08, 8750.13, 8809.45, 8512.76, 8565.09
12/10/08, 8693.00, 8879.22, 8646.33, 8761.42
12/09/08, 8934.10, 8934.10, 8651.74, 8691.33
12/08/08, 8637.65, 9026.41, 8637.49, 8934.18
12/05/08, 8376.08, 8686.47, 8118.50, 8635.42
12/04/08, 8587.07, 8631.99, 8259.40, 8376.24
12/03/08, 8409.14, 8624.19, 8234.15, 8591.69
12/02/08, 8153.75, 8437.17, 8143.51, 8419.09
12/01/08, 8826.89, 8827.05, 8141.36, 8149.09
11/28/08, 8724.70, 8831.35, 8672.69, 8829.04
11/26/08, 8464.49, 8726.61, 8311.17, 8726.61
11/25/08, 8445.14, 8607.38, 8281.46, 8479.47
11/24/08, 8048.09, 8599.02, 8048.09, 8443.39
11/21/08, 7552.37, 8071.75, 7449.38, 8046.42
11/20/08, 7995.53, 8187.40, 7506.97, 7552.29
11/19/08, 8420.69, 8504.64, 7987.08, 7997.28
11/18/08, 8273.34, 8477.95, 8105.44, 8424.75
11/17/08, 8494.84, 8571.30, 8246.89, 8273.58
11/14/08, 8822.19, 8923.18, 8469.99, 8497.31
11/13/08, 8281.14, 8876.59, 7965.42, 8835.25
11/12/08, 8684.52, 8684.60, 8265.29, 8282.66
11/11/08, 8864.32, 8867.91, 8560.71, 8693.96
11/10/08, 8946.60, 9159.58, 8760.46, 8870.54
11/07/08, 8696.03, 8961.57, 8696.03, 8943.81
11/06/08, 9134.01, 9155.44, 8637.17, 8695.79
11/05/08, 9616.60, 9616.60, 9111.47, 9139.27
11/04/08, 9323.89, 9653.95, 9323.89, 9625.28
11/03/08, 9326.04, 9410.55, 9255.48, 9319.83
10/31/08, 9179.09, 9454.36, 9119.20, 9325.01
10/30/08, 9004.66, 9266.47, 8976.87, 9180.69
10/29/08, 9062.33, 9363.32, 8890.29, 8990.96
10/28/08, 8178.72, 9082.08, 8174.73, 9065.12
10/27/08, 8375.92, 8599.10, 8143.59, 8175.77
10/24/08, 8683.21, 8683.21, 8187.48, 8378.95
10/23/08, 8519.77, 8795.99, 8243.55, 8691.25
10/22/08, 9027.84, 9027.84, 8335.30, 8519.21
10/21/08, 9262.80, 9284.55, 9004.27, 9033.66
10/20/08, 8852.30, 9266.63, 8852.22, 9265.43
10/17/08, 8975.35, 9281.12, 8718.25, 8852.22
10/16/08, 8577.04, 9013.27, 8197.67, 8979.26
10/15/08, 9301.91, 9308.76, 8530.12, 8577.91
10/14/08, 9388.97, 9794.37, 9085.43, 9310.99
10/13/08, 8462.42, 9427.99, 8462.18, 9387.61
10/10/08, 8568.67, 8901.28, 7882.51, 8451.19
10/09/08, 9261.69, 9448.14, 8579.19, 8579.19
10/08/08, 9437.23, 9628.07, 9194.78, 9258.10
10/07/08, 9955.42, 10124.03, 9436.67, 9447.11
10/06/08, 10322.52, 10322.76, 9525.32, 9955.50
10/03/08, 10483.96, 10796.26, 10310.25, 10325.38
10/02/08, 10825.54, 10825.54, 10439.52, 10482.85
10/01/08, 10847.40, 10882.52, 10631.95, 10831.07
09/30/08, 10371.58, 10868.90, 10371.42, 10850.66
09/29/08, 11139.62, 11139.94, 10365.45, 10365.45
09/26/08, 11019.04, 11168.06, 10868.82, 11143.13
09/25/08, 10827.17, 11129.19, 10827.01, 11022.06
09/24/08, 10850.02, 10928.40, 10753.57, 10825.17
09/23/08, 11015.69, 11143.21, 10833.94, 10854.17
